onset	duration	trial_type	value	sample	StimulusPresentation
4.264	0.001	resp	3	4264	PsychophysicsToolbox
4.269	0.001	resp	3	4269	PsychophysicsToolbox
4.274	0.001	resp	3	4274	PsychophysicsToolbox
4.279	0.001	resp	3	4279	PsychophysicsToolbox
4.284	0.001	resp	3	4284	PsychophysicsToolbox
4.289	0.001	resp	3	4289	PsychophysicsToolbox
4.295	0.001	resp	3	4295	PsychophysicsToolbox
4.305	0.001	resp	3	4305	PsychophysicsToolbox
4.31	0.001	resp	3	4310	PsychophysicsToolbox
4.315	0.001	resp	3	4315	PsychophysicsToolbox
4.32	0.001	resp	3	4320	PsychophysicsToolbox
4.84	0.001	stim_on	4	4840	PsychophysicsToolbox
6.527	0.001	stim_on	4	6527	PsychophysicsToolbox
7.25	0.001	resp	3	7250	PsychophysicsToolbox
7.256	0.001	resp	3	7256	PsychophysicsToolbox
7.262	0.001	resp	3	7262	PsychophysicsToolbox
7.267	0.001	resp	3	7267	PsychophysicsToolbox
7.272	0.001	resp	3	7272	PsychophysicsToolbox
7.277	0.001	resp	3	7277	PsychophysicsToolbox
7.282	0.001	resp	3	7282	PsychophysicsToolbox
7.287	0.001	resp	3	7287	PsychophysicsToolbox
7.292	0.001	resp	3	7292	PsychophysicsToolbox
7.297	0.001	resp	3	7297	PsychophysicsToolbox
7.307	0.001	resp	3	7307	PsychophysicsToolbox
7.312	0.001	resp	3	7312	PsychophysicsToolbox
7.317	0.001	resp	3	7317	PsychophysicsToolbox
7.322	0.001	resp	3	7322	PsychophysicsToolbox
7.327	0.001	resp	3	7327	PsychophysicsToolbox
7.332	0.001	resp	3	7332	PsychophysicsToolbox
7.337	0.001	resp	3	7337	PsychophysicsToolbox
7.342	0.001	resp	3	7342	PsychophysicsToolbox
7.347	0.001	resp	3	7347	PsychophysicsToolbox
7.352	0.001	resp	3	7352	PsychophysicsToolbox
7.362	0.001	resp	3	7362	PsychophysicsToolbox
7.367	0.001	resp	3	7367	PsychophysicsToolbox
7.372	0.001	resp	3	7372	PsychophysicsToolbox
7.377	0.001	resp	3	7377	PsychophysicsToolbox
7.382	0.001	resp	3	7382	PsychophysicsToolbox
7.387	0.001	resp	3	7387	PsychophysicsToolbox
7.392	0.001	resp	3	7392	PsychophysicsToolbox
7.397	0.001	resp	3	7397	PsychophysicsToolbox
7.402	0.001	resp	3	7402	PsychophysicsToolbox
7.407	0.001	resp	3	7407	PsychophysicsToolbox
7.418	0.001	resp	3	7418	PsychophysicsToolbox
7.423	0.001	resp	3	7423	PsychophysicsToolbox
7.428	0.001	resp	3	7428	PsychophysicsToolbox
7.433	0.001	resp	3	7433	PsychophysicsToolbox
7.438	0.001	resp	3	7438	PsychophysicsToolbox
7.443	0.001	resp	3	7443	PsychophysicsToolbox
7.448	0.001	resp	3	7448	PsychophysicsToolbox
7.453	0.001	resp	3	7453	PsychophysicsToolbox
7.458	0.001	resp	3	7458	PsychophysicsToolbox
7.463	0.001	resp	3	7463	PsychophysicsToolbox
7.473	0.001	resp	3	7473	PsychophysicsToolbox
7.478	0.001	resp	3	7478	PsychophysicsToolbox
7.483	0.001	resp	3	7483	PsychophysicsToolbox
7.488	0.001	resp	3	7488	PsychophysicsToolbox
7.493	0.001	resp	3	7493	PsychophysicsToolbox
7.498	0.001	resp	3	7498	PsychophysicsToolbox
7.503	0.001	resp	3	7503	PsychophysicsToolbox
7.508	0.001	resp	3	7508	PsychophysicsToolbox
7.513	0.001	resp	3	7513	PsychophysicsToolbox
7.518	0.001	resp	3	7518	PsychophysicsToolbox
7.528	0.001	resp	3	7528	PsychophysicsToolbox
7.533	0.001	resp	3	7533	PsychophysicsToolbox
7.538	0.001	resp	3	7538	PsychophysicsToolbox
7.543	0.001	resp	3	7543	PsychophysicsToolbox
7.548	0.001	resp	3	7548	PsychophysicsToolbox
7.929	0.001	stim_on	4	7929	PsychophysicsToolbox
8.79	0.001	resp	3	8790	PsychophysicsToolbox
8.796	0.001	resp	3	8796	PsychophysicsToolbox
8.801	0.001	resp	3	8801	PsychophysicsToolbox
8.806	0.001	resp	3	8806	PsychophysicsToolbox
8.812	0.001	resp	3	8812	PsychophysicsToolbox
8.817	0.001	resp	3	8817	PsychophysicsToolbox
8.822	0.001	resp	3	8822	PsychophysicsToolbox
8.827	0.001	resp	3	8827	PsychophysicsToolbox
8.832	0.001	resp	3	8832	PsychophysicsToolbox
8.837	0.001	resp	3	8837	PsychophysicsToolbox
8.847	0.001	resp	3	8847	PsychophysicsToolbox
8.852	0.001	resp	3	8852	PsychophysicsToolbox
8.857	0.001	resp	3	8857	PsychophysicsToolbox
8.862	0.001	resp	3	8862	PsychophysicsToolbox
8.867	0.001	resp	3	8867	PsychophysicsToolbox
8.872	0.001	resp	3	8872	PsychophysicsToolbox
8.877	0.001	resp	3	8877	PsychophysicsToolbox
8.882	0.001	resp	3	8882	PsychophysicsToolbox
8.887	0.001	resp	3	8887	PsychophysicsToolbox
8.892	0.001	resp	3	8892	PsychophysicsToolbox
8.902	0.001	resp	3	8902	PsychophysicsToolbox
8.907	0.001	resp	3	8907	PsychophysicsToolbox
8.912	0.001	resp	3	8912	PsychophysicsToolbox
8.917	0.001	resp	3	8917	PsychophysicsToolbox
8.922	0.001	resp	3	8922	PsychophysicsToolbox
9.365	0.001	stim_on	4	9365	PsychophysicsToolbox
10.316	0.001	resp	3	10316	PsychophysicsToolbox
10.323	0.001	resp	3	10323	PsychophysicsToolbox
10.328	0.001	resp	3	10328	PsychophysicsToolbox
10.333	0.001	resp	3	10333	PsychophysicsToolbox
10.338	0.001	resp	3	10338	PsychophysicsToolbox
10.343	0.001	resp	3	10343	PsychophysicsToolbox
10.348	0.001	resp	3	10348	PsychophysicsToolbox
10.353	0.001	resp	3	10353	PsychophysicsToolbox
10.358	0.001	resp	3	10358	PsychophysicsToolbox
10.363	0.001	resp	3	10363	PsychophysicsToolbox
10.373	0.001	resp	3	10373	PsychophysicsToolbox
10.378	0.001	resp	3	10378	PsychophysicsToolbox
10.383	0.001	resp	3	10383	PsychophysicsToolbox
10.388	0.001	resp	3	10388	PsychophysicsToolbox
10.393	0.001	resp	3	10393	PsychophysicsToolbox
10.398	0.001	resp	3	10398	PsychophysicsToolbox
10.403	0.001	resp	3	10403	PsychophysicsToolbox
10.408	0.001	resp	3	10408	PsychophysicsToolbox
10.413	0.001	resp	3	10413	PsychophysicsToolbox
10.418	0.001	resp	3	10418	PsychophysicsToolbox
10.428	0.001	resp	3	10428	PsychophysicsToolbox
10.434	0.001	resp	3	10434	PsychophysicsToolbox
10.439	0.001	resp	3	10439	PsychophysicsToolbox
10.444	0.001	resp	3	10444	PsychophysicsToolbox
10.449	0.001	resp	3	10449	PsychophysicsToolbox
10.454	0.001	resp	3	10454	PsychophysicsToolbox
10.459	0.001	resp	3	10459	PsychophysicsToolbox
10.464	0.001	resp	3	10464	PsychophysicsToolbox
10.469	0.001	resp	3	10469	PsychophysicsToolbox
10.902	0.001	stim_on	4	10902	PsychophysicsToolbox
11.868	0.001	resp	3	11868	PsychophysicsToolbox
11.875	0.001	resp	3	11875	PsychophysicsToolbox
11.88	0.001	resp	3	11880	PsychophysicsToolbox
11.885	0.001	resp	3	11885	PsychophysicsToolbox
11.89	0.001	resp	3	11890	PsychophysicsToolbox
11.895	0.001	resp	3	11895	PsychophysicsToolbox
11.9	0.001	resp	3	11900	PsychophysicsToolbox
11.905	0.001	resp	3	11905	PsychophysicsToolbox
11.91	0.001	resp	3	11910	PsychophysicsToolbox
11.915	0.001	resp	3	11915	PsychophysicsToolbox
11.925	0.001	resp	3	11925	PsychophysicsToolbox
11.93	0.001	resp	3	11930	PsychophysicsToolbox
11.935	0.001	resp	3	11935	PsychophysicsToolbox
11.94	0.001	resp	3	11940	PsychophysicsToolbox
11.945	0.001	resp	3	11945	PsychophysicsToolbox
11.95	0.001	resp	3	11950	PsychophysicsToolbox
11.956	0.001	resp	3	11956	PsychophysicsToolbox
11.961	0.001	resp	3	11961	PsychophysicsToolbox
11.966	0.001	resp	3	11966	PsychophysicsToolbox
11.976	0.001	resp	3	11976	PsychophysicsToolbox
11.981	0.001	resp	3	11981	PsychophysicsToolbox
11.986	0.001	resp	3	11986	PsychophysicsToolbox
11.991	0.001	resp	3	11991	PsychophysicsToolbox
11.996	0.001	resp	3	11996	PsychophysicsToolbox
12.001	0.001	resp	3	12001	PsychophysicsToolbox
12.006	0.001	resp	3	12006	PsychophysicsToolbox
12.011	0.001	resp	3	12011	PsychophysicsToolbox
12.016	0.001	resp	3	12016	PsychophysicsToolbox
12.021	0.001	resp	3	12021	PsychophysicsToolbox
12.254	0.001	stim_on	4	12254	PsychophysicsToolbox
13.437	0.001	resp	3	13437	PsychophysicsToolbox
13.443	0.001	resp	3	13443	PsychophysicsToolbox
13.448	0.001	resp	3	13448	PsychophysicsToolbox
13.453	0.001	resp	3	13453	PsychophysicsToolbox
13.459	0.001	resp	3	13459	PsychophysicsToolbox
13.464	0.001	resp	3	13464	PsychophysicsToolbox
13.469	0.001	resp	3	13469	PsychophysicsToolbox
13.474	0.001	resp	3	13474	PsychophysicsToolbox
13.479	0.001	resp	3	13479	PsychophysicsToolbox
13.484	0.001	resp	3	13484	PsychophysicsToolbox
13.494	0.001	resp	3	13494	PsychophysicsToolbox
13.499	0.001	resp	3	13499	PsychophysicsToolbox
13.504	0.001	resp	3	13504	PsychophysicsToolbox
13.509	0.001	resp	3	13509	PsychophysicsToolbox
13.514	0.001	resp	3	13514	PsychophysicsToolbox
13.519	0.001	resp	3	13519	PsychophysicsToolbox
13.524	0.001	resp	3	13524	PsychophysicsToolbox
13.529	0.001	resp	3	13529	PsychophysicsToolbox
13.534	0.001	resp	3	13534	PsychophysicsToolbox
13.539	0.001	resp	3	13539	PsychophysicsToolbox
13.549	0.001	resp	3	13549	PsychophysicsToolbox
13.554	0.001	resp	3	13554	PsychophysicsToolbox
13.559	0.001	resp	3	13559	PsychophysicsToolbox
13.564	0.001	resp	3	13564	PsychophysicsToolbox
13.569	0.001	resp	3	13569	PsychophysicsToolbox
13.907	0.001	stim_on	4	13907	PsychophysicsToolbox
14.838	0.001	resp	3	14838	PsychophysicsToolbox
14.845	0.001	resp	3	14845	PsychophysicsToolbox
14.85	0.001	resp	3	14850	PsychophysicsToolbox
14.855	0.001	resp	3	14855	PsychophysicsToolbox
14.86	0.001	resp	3	14860	PsychophysicsToolbox
14.865	0.001	resp	3	14865	PsychophysicsToolbox
14.87	0.001	resp	3	14870	PsychophysicsToolbox
14.875	0.001	resp	3	14875	PsychophysicsToolbox
14.88	0.001	resp	3	14880	PsychophysicsToolbox
14.885	0.001	resp	3	14885	PsychophysicsToolbox
14.895	0.001	resp	3	14895	PsychophysicsToolbox
14.9	0.001	resp	3	14900	PsychophysicsToolbox
14.905	0.001	resp	3	14905	PsychophysicsToolbox
14.91	0.001	resp	3	14910	PsychophysicsToolbox
14.915	0.001	resp	3	14915	PsychophysicsToolbox
14.92	0.001	resp	3	14920	PsychophysicsToolbox
14.925	0.001	resp	3	14925	PsychophysicsToolbox
14.93	0.001	resp	3	14930	PsychophysicsToolbox
14.935	0.001	resp	3	14935	PsychophysicsToolbox
14.94	0.001	resp	3	14940	PsychophysicsToolbox
14.95	0.001	resp	3	14950	PsychophysicsToolbox
14.955	0.001	resp	3	14955	PsychophysicsToolbox
14.961	0.001	resp	3	14961	PsychophysicsToolbox
14.966	0.001	resp	3	14966	PsychophysicsToolbox
14.971	0.001	resp	3	14971	PsychophysicsToolbox
15.276	0.001	stim_on	4	15276	PsychophysicsToolbox
16.258	0.001	resp	3	16258	PsychophysicsToolbox
16.265	0.001	resp	3	16265	PsychophysicsToolbox
16.27	0.001	resp	3	16270	PsychophysicsToolbox
16.275	0.001	resp	3	16275	PsychophysicsToolbox
16.28	0.001	resp	3	16280	PsychophysicsToolbox
16.285	0.001	resp	3	16285	PsychophysicsToolbox
16.29	0.001	resp	3	16290	PsychophysicsToolbox
16.295	0.001	resp	3	16295	PsychophysicsToolbox
16.301	0.001	resp	3	16301	PsychophysicsToolbox
16.306	0.001	resp	3	16306	PsychophysicsToolbox
16.316	0.001	resp	3	16316	PsychophysicsToolbox
16.321	0.001	resp	3	16321	PsychophysicsToolbox
16.326	0.001	resp	3	16326	PsychophysicsToolbox
16.331	0.001	resp	3	16331	PsychophysicsToolbox
16.336	0.001	resp	3	16336	PsychophysicsToolbox
16.341	0.001	resp	3	16341	PsychophysicsToolbox
16.346	0.001	resp	3	16346	PsychophysicsToolbox
16.351	0.001	resp	3	16351	PsychophysicsToolbox
16.356	0.001	resp	3	16356	PsychophysicsToolbox
16.361	0.001	resp	3	16361	PsychophysicsToolbox
16.371	0.001	resp	3	16371	PsychophysicsToolbox
16.696	0.001	stim_on	4	16696	PsychophysicsToolbox
17.701	0.001	resp	3	17701	PsychophysicsToolbox
17.708	0.001	resp	3	17708	PsychophysicsToolbox
17.713	0.001	resp	3	17713	PsychophysicsToolbox
17.718	0.001	resp	3	17718	PsychophysicsToolbox
17.723	0.001	resp	3	17723	PsychophysicsToolbox
17.728	0.001	resp	3	17728	PsychophysicsToolbox
17.733	0.001	resp	3	17733	PsychophysicsToolbox
17.738	0.001	resp	3	17738	PsychophysicsToolbox
17.743	0.001	resp	3	17743	PsychophysicsToolbox
17.748	0.001	resp	3	17748	PsychophysicsToolbox
17.758	0.001	resp	3	17758	PsychophysicsToolbox
17.763	0.001	resp	3	17763	PsychophysicsToolbox
17.768	0.001	resp	3	17768	PsychophysicsToolbox
17.773	0.001	resp	3	17773	PsychophysicsToolbox
17.778	0.001	resp	3	17778	PsychophysicsToolbox
17.783	0.001	resp	3	17783	PsychophysicsToolbox
17.788	0.001	resp	3	17788	PsychophysicsToolbox
17.793	0.001	resp	3	17793	PsychophysicsToolbox
17.799	0.001	resp	3	17799	PsychophysicsToolbox
17.809	0.001	resp	3	17809	PsychophysicsToolbox
17.814	0.001	resp	3	17814	PsychophysicsToolbox
17.819	0.001	resp	3	17819	PsychophysicsToolbox
17.824	0.001	resp	3	17824	PsychophysicsToolbox
17.829	0.001	resp	3	17829	PsychophysicsToolbox
17.834	0.001	resp	3	17834	PsychophysicsToolbox
17.839	0.001	resp	3	17839	PsychophysicsToolbox
17.844	0.001	resp	3	17844	PsychophysicsToolbox
17.849	0.001	resp	3	17849	PsychophysicsToolbox
18.065	0.001	stim_on	4	18065	PsychophysicsToolbox
19.024	0.001	resp	3	19024	PsychophysicsToolbox
19.031	0.001	resp	3	19031	PsychophysicsToolbox
19.036	0.001	resp	3	19036	PsychophysicsToolbox
19.041	0.001	resp	3	19041	PsychophysicsToolbox
19.046	0.001	resp	3	19046	PsychophysicsToolbox
19.051	0.001	resp	3	19051	PsychophysicsToolbox
19.056	0.001	resp	3	19056	PsychophysicsToolbox
19.061	0.001	resp	3	19061	PsychophysicsToolbox
19.066	0.001	resp	3	19066	PsychophysicsToolbox
19.071	0.001	resp	3	19071	PsychophysicsToolbox
19.081	0.001	resp	3	19081	PsychophysicsToolbox
19.086	0.001	resp	3	19086	PsychophysicsToolbox
19.091	0.001	resp	3	19091	PsychophysicsToolbox
19.096	0.001	resp	3	19096	PsychophysicsToolbox
19.101	0.001	resp	3	19101	PsychophysicsToolbox
19.106	0.001	resp	3	19106	PsychophysicsToolbox
19.112	0.001	resp	3	19112	PsychophysicsToolbox
19.484	0.001	stim_on	4	19484	PsychophysicsToolbox
20.294	0.001	resp	3	20294	PsychophysicsToolbox
20.3	0.001	resp	3	20300	PsychophysicsToolbox
20.306	0.001	resp	3	20306	PsychophysicsToolbox
20.311	0.001	resp	3	20311	PsychophysicsToolbox
20.316	0.001	resp	3	20316	PsychophysicsToolbox
20.321	0.001	resp	3	20321	PsychophysicsToolbox
20.326	0.001	resp	3	20326	PsychophysicsToolbox
20.331	0.001	resp	3	20331	PsychophysicsToolbox
20.336	0.001	resp	3	20336	PsychophysicsToolbox
20.341	0.001	resp	3	20341	PsychophysicsToolbox
20.351	0.001	resp	3	20351	PsychophysicsToolbox
20.356	0.001	resp	3	20356	PsychophysicsToolbox
20.361	0.001	resp	3	20361	PsychophysicsToolbox
20.366	0.001	resp	3	20366	PsychophysicsToolbox
20.371	0.001	resp	3	20371	PsychophysicsToolbox
20.376	0.001	resp	3	20376	PsychophysicsToolbox
20.381	0.001	resp	3	20381	PsychophysicsToolbox
20.386	0.001	resp	3	20386	PsychophysicsToolbox
20.391	0.001	resp	3	20391	PsychophysicsToolbox
20.396	0.001	resp	3	20396	PsychophysicsToolbox
20.406	0.001	resp	3	20406	PsychophysicsToolbox
20.411	0.001	resp	3	20411	PsychophysicsToolbox
20.416	0.001	resp	3	20416	PsychophysicsToolbox
20.421	0.001	resp	3	20421	PsychophysicsToolbox
20.426	0.001	resp	3	20426	PsychophysicsToolbox
20.431	0.001	resp	3	20431	PsychophysicsToolbox
20.436	0.001	resp	3	20436	PsychophysicsToolbox
20.441	0.001	resp	3	20441	PsychophysicsToolbox
20.446	0.001	resp	3	20446	PsychophysicsToolbox
20.92	0.001	stim_on	4	20920	PsychophysicsToolbox
21.74	0.001	resp	3	21740	PsychophysicsToolbox
21.747	0.001	resp	3	21747	PsychophysicsToolbox
21.752	0.001	resp	3	21752	PsychophysicsToolbox
21.757	0.001	resp	3	21757	PsychophysicsToolbox
21.762	0.001	resp	3	21762	PsychophysicsToolbox
21.767	0.001	resp	3	21767	PsychophysicsToolbox
21.772	0.001	resp	3	21772	PsychophysicsToolbox
21.777	0.001	resp	3	21777	PsychophysicsToolbox
21.782	0.001	resp	3	21782	PsychophysicsToolbox
21.787	0.001	resp	3	21787	PsychophysicsToolbox
21.797	0.001	resp	3	21797	PsychophysicsToolbox
21.802	0.001	resp	3	21802	PsychophysicsToolbox
21.807	0.001	resp	3	21807	PsychophysicsToolbox
21.812	0.001	resp	3	21812	PsychophysicsToolbox
21.817	0.001	resp	3	21817	PsychophysicsToolbox
21.822	0.001	resp	3	21822	PsychophysicsToolbox
21.827	0.001	resp	3	21827	PsychophysicsToolbox
21.832	0.001	resp	3	21832	PsychophysicsToolbox
21.837	0.001	resp	3	21837	PsychophysicsToolbox
21.842	0.001	resp	3	21842	PsychophysicsToolbox
21.852	0.001	resp	3	21852	PsychophysicsToolbox
21.857	0.001	resp	3	21857	PsychophysicsToolbox
21.862	0.001	resp	3	21862	PsychophysicsToolbox
21.867	0.001	resp	3	21867	PsychophysicsToolbox
21.872	0.001	resp	3	21872	PsychophysicsToolbox
21.877	0.001	resp	3	21877	PsychophysicsToolbox
21.883	0.001	resp	3	21883	PsychophysicsToolbox
21.888	0.001	resp	3	21888	PsychophysicsToolbox
21.893	0.001	resp	3	21893	PsychophysicsToolbox
22.573	0.001	stim_on	4	22573	PsychophysicsToolbox
23.429	0.001	resp	3	23429	PsychophysicsToolbox
23.435	0.001	resp	3	23435	PsychophysicsToolbox
23.44	0.001	resp	3	23440	PsychophysicsToolbox
23.445	0.001	resp	3	23445	PsychophysicsToolbox
23.451	0.001	resp	3	23451	PsychophysicsToolbox
23.456	0.001	resp	3	23456	PsychophysicsToolbox
23.461	0.001	resp	3	23461	PsychophysicsToolbox
23.466	0.001	resp	3	23466	PsychophysicsToolbox
23.471	0.001	resp	3	23471	PsychophysicsToolbox
23.476	0.001	resp	3	23476	PsychophysicsToolbox
23.486	0.001	resp	3	23486	PsychophysicsToolbox
23.491	0.001	resp	3	23491	PsychophysicsToolbox
23.496	0.001	resp	3	23496	PsychophysicsToolbox
23.501	0.001	resp	3	23501	PsychophysicsToolbox
23.506	0.001	resp	3	23506	PsychophysicsToolbox
23.511	0.001	resp	3	23511	PsychophysicsToolbox
23.516	0.001	resp	3	23516	PsychophysicsToolbox
23.521	0.001	resp	3	23521	PsychophysicsToolbox
23.526	0.001	resp	3	23526	PsychophysicsToolbox
23.531	0.001	resp	3	23531	PsychophysicsToolbox
24.293	0.001	stim_on	4	24293	PsychophysicsToolbox
25.047	0.001	resp	3	25047	PsychophysicsToolbox
25.054	0.001	resp	3	25054	PsychophysicsToolbox
25.059	0.001	resp	3	25059	PsychophysicsToolbox
25.064	0.001	resp	3	25064	PsychophysicsToolbox
25.069	0.001	resp	3	25069	PsychophysicsToolbox
25.074	0.001	resp	3	25074	PsychophysicsToolbox
25.079	0.001	resp	3	25079	PsychophysicsToolbox
25.084	0.001	resp	3	25084	PsychophysicsToolbox
25.089	0.001	resp	3	25089	PsychophysicsToolbox
25.094	0.001	resp	3	25094	PsychophysicsToolbox
25.104	0.001	resp	3	25104	PsychophysicsToolbox
25.109	0.001	resp	3	25109	PsychophysicsToolbox
25.114	0.001	resp	3	25114	PsychophysicsToolbox
25.119	0.001	resp	3	25119	PsychophysicsToolbox
25.124	0.001	resp	3	25124	PsychophysicsToolbox
25.129	0.001	resp	3	25129	PsychophysicsToolbox
25.134	0.001	resp	3	25134	PsychophysicsToolbox
25.139	0.001	resp	3	25139	PsychophysicsToolbox
25.144	0.001	resp	3	25144	PsychophysicsToolbox
25.149	0.001	resp	3	25149	PsychophysicsToolbox
25.159	0.001	resp	3	25159	PsychophysicsToolbox
25.164	0.001	resp	3	25164	PsychophysicsToolbox
25.169	0.001	resp	3	25169	PsychophysicsToolbox
25.175	0.001	resp	3	25175	PsychophysicsToolbox
25.18	0.001	resp	3	25180	PsychophysicsToolbox
25.185	0.001	resp	3	25185	PsychophysicsToolbox
25.19	0.001	resp	3	25190	PsychophysicsToolbox
25.863	0.001	stim_on	4	25863	PsychophysicsToolbox
26.66	0.001	resp	3	26660	PsychophysicsToolbox
26.667	0.001	resp	3	26667	PsychophysicsToolbox
26.672	0.001	resp	3	26672	PsychophysicsToolbox
26.677	0.001	resp	3	26677	PsychophysicsToolbox
26.682	0.001	resp	3	26682	PsychophysicsToolbox
26.687	0.001	resp	3	26687	PsychophysicsToolbox
26.692	0.001	resp	3	26692	PsychophysicsToolbox
26.697	0.001	resp	3	26697	PsychophysicsToolbox
26.702	0.001	resp	3	26702	PsychophysicsToolbox
26.707	0.001	resp	3	26707	PsychophysicsToolbox
26.717	0.001	resp	3	26717	PsychophysicsToolbox
26.722	0.001	resp	3	26722	PsychophysicsToolbox
26.728	0.001	resp	3	26728	PsychophysicsToolbox
26.733	0.001	resp	3	26733	PsychophysicsToolbox
26.738	0.001	resp	3	26738	PsychophysicsToolbox
26.743	0.001	resp	3	26743	PsychophysicsToolbox
26.748	0.001	resp	3	26748	PsychophysicsToolbox
26.753	0.001	resp	3	26753	PsychophysicsToolbox
26.758	0.001	resp	3	26758	PsychophysicsToolbox
26.768	0.001	resp	3	26768	PsychophysicsToolbox
26.773	0.001	resp	3	26773	PsychophysicsToolbox
26.778	0.001	resp	3	26778	PsychophysicsToolbox
26.783	0.001	resp	3	26783	PsychophysicsToolbox
26.788	0.001	resp	3	26788	PsychophysicsToolbox
26.793	0.001	resp	3	26793	PsychophysicsToolbox
26.798	0.001	resp	3	26798	PsychophysicsToolbox
26.803	0.001	resp	3	26803	PsychophysicsToolbox
26.808	0.001	resp	3	26808	PsychophysicsToolbox
27.382	0.001	stim_on	4	27382	PsychophysicsToolbox
28.354	0.001	resp	3	28354	PsychophysicsToolbox
28.361	0.001	resp	3	28361	PsychophysicsToolbox
28.366	0.001	resp	3	28366	PsychophysicsToolbox
28.371	0.001	resp	3	28371	PsychophysicsToolbox
28.376	0.001	resp	3	28376	PsychophysicsToolbox
28.381	0.001	resp	3	28381	PsychophysicsToolbox
28.386	0.001	resp	3	28386	PsychophysicsToolbox
28.391	0.001	resp	3	28391	PsychophysicsToolbox
28.396	0.001	resp	3	28396	PsychophysicsToolbox
28.401	0.001	resp	3	28401	PsychophysicsToolbox
28.411	0.001	resp	3	28411	PsychophysicsToolbox
28.416	0.001	resp	3	28416	PsychophysicsToolbox
28.421	0.001	resp	3	28421	PsychophysicsToolbox
28.427	0.001	resp	3	28427	PsychophysicsToolbox
28.432	0.001	resp	3	28432	PsychophysicsToolbox
28.437	0.001	resp	3	28437	PsychophysicsToolbox
28.442	0.001	resp	3	28442	PsychophysicsToolbox
28.447	0.001	resp	3	28447	PsychophysicsToolbox
28.452	0.001	resp	3	28452	PsychophysicsToolbox
28.462	0.001	resp	3	28462	PsychophysicsToolbox
28.467	0.001	resp	3	28467	PsychophysicsToolbox
28.472	0.001	resp	3	28472	PsychophysicsToolbox
